,NOD32,SUPERAntiSpyware,Acronis,TrendMicro-HouseCall,Command,eGambit,Baidu-International,Antiy-AVL,Paloalto,SymantecMobileInsight,Babable,DrWeb,F-Prot,CAT-QuickHeal,Zoner,McAfee,Invincea,SecureWeb-Gateway,TACHYON,FireEye,CrowdStrike,NOD32Beta,AVware,AhnLab-V3,Baidu,AhnLab,K7GW,Authentium,Cynet,NOD32v2,VIRobot,McAfee-GW-Edition,MaxSecure,AVG,Tencent,VirusBuster,VIPRE,TheHacker,AntiVir,TrendMicro,UNA,Norman,Cybereason,eTrust-InoculateIT,McAfee+Artemis,PCTools,Endgame,Elastic,PandaBeta2,CyrenCloud,Avast,Fortinet,Prevx1,AegisLab,McAfeeBeta,eTrust-Vet,Agnitum,Ikarus,ESET-NOD32,VBA32,BitDefenderTheta,Kaspersky,Arcabit,Bkav,ZoneAlarm,a-squared,ahnlab,NANO-Antivirus, CarpeDiem (v),DrWebSE,PandaB3,Comodo,Panda,ViRobot,PandaBeta,eScan,Prevx,Cylance,T3,Gridinsoft,Alibaba,Kaspersky21,Malwarebytes3,Avast-Mobile,Sunbelt,CMC,Jiangmin,MicroWorld-eScan,eSafe,Kingsoft,Emsisoft,Zillya,ByteHero,Avira,Yandex,APEX,F-Prot4,K7AntiVirus,Symantec,ALYac,ClamAV,Trapmine,SophosML,nProtect,Webwasher-Gateway,Antivir7,Microsoft,Cyren,Sangfor,Malwarebytes,TotalDefense,MAX,Sophos,WhiteArmor,Webroot,Trustlook,Avast5,F-Secure,FileAdvisor,SentinelOne,Qihoo-360,BitDefender,Ewido,Commtouch,GData,BitDefenderFalx,SAVMail,Ad-Aware,FortinetBeta,Rising
NOD32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6e-06,8.01e-06,2.267e-05,3.5e-07,0.0,0.0,0.0,0.0,0.0,0.09527582,0.0,0.00020699,0.0,0.0,0.0,0.0,0.0,0.02257424,0.0,1.05e-06,0.0,0.00027619,0.0,1.037e-05,0.0,1.158e-05,1.991e-05,0.0,0.0,0.0,0.0,3.293e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.824e-05,0.0,0.0,0.0,0.00218506,3.84e-06,0.0,0.11346348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.098e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.517e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.29e-05,1.391e-05,0.0,0.0,0.00201688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUPERAntiSpyware,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011682,0.0,0.00132306,0.00148702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00191268,0.0,6.959e-05,0.0,8.27e-06,0.0,0.0,0.0,0.0,1.08e-06,3.239e-05,3.41e-06,0.0,0.0,0.00168213,0.0,7.76e-06,0.0,0.00081405,0.0,0.0,0.0,0.0,0.00359092,0.0,0.0,0.0,0.0,0.0,4.85e-06,0.00046702,7.46e-05,0.0,0.0,0.0,0.0020598,0.0,0.00229368,0.0,0.0,4.95e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00083373,0.0,0.00104822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47e-06,0.0,0.0,0.0,7.7e-06,0.00181113,4.098e-05,8.603e-05,0.0,0.0,0.0,0.00010103,0.0,0.0,0.0,0.0,0.0088026,0.0,0.0,0.0,0.0,0.00131406,0.0,0.0,0.0,0.0,0.0,0.0,1.48e-06,0.00149781,0.0,0.0,0.0,0.0,0.0,0.0,4.47e-06
Acronis,0.0,0.0,1.0,0.0,0.0,0.0,4.15e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TrendMicro-HouseCall,0.0,0.0,0.0,1.0,0.0,0.0,2.373e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71432976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.322e-05,5.54e-06,0.0,0.0,0.0,0.0,9.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.53e-06,1.19e-06
Command,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01004258,0.0,0.0,3.5e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03836579,0.0,0.0,0.0,1.08e-06,0.0,0.0,0.0,0.0,0.0,6.96e-06,7.397e-05,0.0,0.0,3.961e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00079051,0.00078864,1.277e-05,8.039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00077821,0.0,0.00042912,0.0,0.00144578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.156e-05,0.0,0.0,0.01867816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00210963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99e-06,0.0,0.0,0.0,0.0,0.0,0.00837452,0.0,0.0,0.0,0.0,0.00192184,0.0
eGambit,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.056e-05,7.127e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017298,0.0,0.0,0.0,0.0,0.0,0.0,0.00265957,0.0,0.0,0.0,0.0,4.181e-05,0.0,1.27e-05,0.0,0.0,2.53e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.58e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baidu-International,0.0,0.0,4.15e-06,2.373e-05,0.0,0.0,1.0,0.00016165,0.0,0.0,0.0,0.0,0.0,1.192e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012103,0.0,0.00021455,0.0,0.0,0.0,0.0,0.0,4.15e-06,0.0,2.766e-05,0.0,0.00025378,0.0,0.00030267,0.0,0.0,2.501e-05,2.072e-05,0.0,0.0,0.0,0.0,4.05e-06,0.0,0.0,0.0,0.0,0.0,2.28e-06,8.29e-06,0.0,0.0,0.0,0.0,0.00089574,0.0,0.00194324,0.0,0.01825699,1.727e-05,0.0,0.00706698,0.0,0.0,1.88e-06,0.0,0.0,0.0,0.0004204,0.0,5.6e-06,0.0,0.0,0.0,0.0,4.975e-05,0.0,0.0,4.15e-06,0.0,0.0,0.00063026,0.0,5.288e-05,1.101e-05,6.738e-05,0.0,0.0,0.0,1.658e-05,0.0,0.0,0.0,0.0,0.00064571,3.91e-06,1.393e-05,1.95e-06,0.0,0.0,5.13e-06,0.0,0.0,4.295e-05,0.0,0.00032839,3.89e-06,0.0,0.0,0.0,0.0,1.195e-05,0.0,0.0,0.00042797,0.0,0.0,0.00033588,9.9e-06,0.0,0.0,8.123e-05,0.0,0.0,1.202e-05,0.0,0.00024463
Antiy-AVL,0.0,0.0,0.0,0.0,0.0,0.0,0.00016165,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00319039,0.00016131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.02e-06,0.0,0.0,6.2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016459,0.0,0.00014377,0.0,0.00012253,0.0,0.0,0.00022547,0.0,0.0,0.0,0.0,0.0,0.0,1.862e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025216,0.0,2.47e-05,0.0,9.995e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.413e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014017,2.861e-05,0.0,0.0,0.0,0.0,0.00017414,0.0,0.0,2.879e-05,0.0,0.0,7.4e-06,0.0,0.0,0.0,6.02e-06,0.0,0.0,0.0,0.0,0.0
Paloalto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SymantecMobileInsight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Babable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DrWeb,0.0,0.00011682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.48e-06,0.00014522,4.42e-05,0.0,0.0,0.0,0.0,3.98e-06,0.0,0.0,4.814e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6e-06,0.0,3.441e-05,0.0,2.808e-05,6.853e-05,2.14e-06,0.0,0.0,3.07e-06,0.0,0.0,0.0,0.0,0.00013893,0.0,0.0,0.0,0.0,0.0,1.91e-06,6.14e-06,2.36e-06,0.0,0.0,5.038e-05,0.00028065,4.07e-06,0.00202816,0.0,0.0,0.00011647,0.0,0.0,0.0,0.0,0.0,0.0,5.529e-05,0.0,2.72e-06,0.0,1.127e-05,0.0,9.15e-06,0.0,0.0,9.21e-06,0.0,0.0,0.0,6.14e-06,0.0,3.63e-05,0.0,5.24e-06,0.00014752,3.266e-05,3.374e-05,0.0,0.0,0.0,1.85e-06,2.767e-05,0.0,0.0,0.0,0.00021449,0.00012296,4.865e-05,0.0,0.0,9.711e-05,6.11e-06,0.0,0.0,3.91e-06,0.0,0.00021075,2.62e-06,0.0,0.0,0.0,6.558e-05,0.0,0.0,0.00017519,0.0,0.0,0.0,0.00019124,3.369e-05,2.5e-06,0.00019677,0.0,0.0,0.00012483,0.0,5.06e-06
F-Prot,6.6e-06,0.0,0.0,0.0,0.01004258,0.0,0.0,0.0,0.0,0.0,0.0,4.48e-06,1.0,1.854e-05,0.0,5.03e-06,0.0,0.0,0.0,1.3e-06,0.0,0.0,0.0,5.76e-06,0.0,8.25e-06,4.28e-06,0.10458642,0.0,0.0,0.0,7.68e-06,0.0,1.478e-05,0.0,0.0,0.0,0.00011378,0.00053007,0.0,0.0,0.0007578,0.0,0.0,2.073e-05,1.578e-05,0.0,0.0,8.25e-06,0.00011554,5.04e-06,0.00152916,0.0,0.0,8.23e-06,7.36e-06,5.69e-06,6.9e-06,5.583e-05,2.002e-05,0.0,0.0,3.87e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25e-06,0.0,0.00096074,0.0,9.837e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.585e-05,0.0,2.67e-06,7.17e-06,0.0,0.0,0.0,0.0,0.0,0.0004222,1.59e-06,0.0,0.00101475,4.12e-06,2.205e-05,2.2e-06,0.0,0.0,0.0,8.6e-06,0.0,0.0,0.0,0.1216804,0.0,0.0,2.255e-05,0.0,1.174e-05,0.0,7.63e-06,0.0,0.0,4.01e-05,0.0,0.0,4.21e-06,7.6e-06,0.0,0.13538858,7.83e-06,0.0,0.0,3.18e-06,0.00011526,0.0
CAT-QuickHeal,8.01e-06,0.00132306,0.0,0.0,0.0,1.056e-05,1.192e-05,0.0,0.0,0.0,0.0,0.00014522,1.854e-05,1.0,0.00184783,0.0,0.0,0.0002921,0.0,1.76e-06,0.0,1.026e-05,0.00030581,0.0,3.977e-05,0.0,0.0,0.0,0.0,1.044e-05,0.0,0.00046414,0.00053706,1.581e-05,8.1e-06,6.222e-05,0.00035362,0.0,1.395e-05,0.0,0.00016878,5.78e-06,0.0,0.0,0.0,0.00243143,0.0,0.0,0.0,0.0,0.0,3.42e-06,8.441e-05,1.551e-05,0.0,0.0,2.77e-05,0.00441434,1.923e-05,0.04330616,0.0,0.00020855,7.546e-05,0.0,7.739e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.98e-06,8.93e-06,1.76e-06,0.0,2.065e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.342e-05,0.0,0.0003918,0.0,0.00143817,7.306e-05,3.781e-05,0.0,0.0,1.24e-06,0.0,9.68e-06,1.832e-05,0.0,0.0,2.314e-05,0.00201425,0.00021975,0.00028211,0.0,0.0,4.562e-05,0.00019773,0.0,0.0,1.429e-05,0.0,0.0050737,0.0,0.0,0.0,0.0,0.00084283,0.0,0.0,7.037e-05,0.0,0.0,4.74e-06,7.867e-05,0.00193949,5.92e-06,7.704e-05,0.0,0.0,6.974e-05,0.0,4.227e-05
Zoner,2.267e-05,0.00148702,0.0,0.0,0.0,7.127e-05,0.0,0.0,0.0,0.0,0.0,4.42e-05,0.0,0.00184783,1.0,0.0,0.0,0.00032945,0.0,3.18e-06,0.0,0.0,0.00082201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.209e-05,1.07e-05,3.057e-05,0.0,0.0,0.00026251,0.00083518,0.0,0.0,0.0,0.00056717,0.0,0.0,0.0,0.0,0.00329608,0.0,0.0,0.0,0.0,0.0,0.0,0.00021317,3.548e-05,0.0,0.0,0.00011469,0.00445952,5.58e-06,0.00188532,0.0,0.0,7.324e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.179e-05,0.0,3.696e-05,0.0,0.00012394,0.0,0.0,7.144e-05,0.0,0.0,0.0,0.0001438,0.0,0.00084831,0.0,1.56e-06,4.576e-05,0.00087747,2.275e-05,0.0,0.0,0.0,0.0,5.773e-05,0.0,0.0,0.0,0.0010101,0.00012388,0.00014765,0.0,0.0,4.472e-05,0.00058453,0.0,0.0,0.0,0.0,0.00599605,0.0,0.0,0.0,0.0,0.00054663,0.0,0.0,5.037e-05,0.0,0.0,7.68e-06,4.692e-05,0.00121212,0.0,4.703e-05,0.0,0.0,4.985e-05,0.0,5.91e-06
McAfee,3.5e-07,0.0,0.0,0.0,3.5e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.93e-06,3.2e-07,0.0,3.5e-07,3.4e-07,1.04e-06,0.0,0.0,0.0,0.28544124,0.0,5.72e-06,0.0,0.0,8.01e-06,3.896e-05,1.141e-05,0.0,0.0,4.18e-06,0.0,0.0,0.0035417,0.0,0.0,0.0,3.5e-07,0.0,0.0,1.897e-05,0.0,0.0,0.00011782,0.0,0.0,1.73e-06,6.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3e-06,0.0,3.5e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.63e-06,0.0,2.9e-07,0.0,7e-07,0.0,0.0,0.0,0.0,7.15e-06,0.0,0.0,0.0,3.4e-07,4.52e-06,0.0,3.19e-06,0.0,0.0,0.0,0.0,3.5e-07,0.0,3.28e-06,0.0,3.5e-07,0.0,0.0,1.169e-05,0.0,7e-07,0.0,0.0,5.9e-07,0.0,0.0,0.0,0.0,0.0,3.41e-06,0.0,0.0,0.0,0.0,3.5e-07,0.0
Invincea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.398e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00272603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06774324,0.0,0.00026704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SecureWeb-Gateway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002921,0.00032945,0.0,0.0,1.0,0.0,9.2e-07,0.0,0.0,0.00147493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000757,0.00038844,1.168e-05,0.0,0.0,0.0002817,0.00113995,0.0,0.0,0.0,0.0006402,0.0,0.0,0.0,0.0,0.00216888,0.0,0.0,0.0,0.0,0.0,0.0,0.0019698,0.0,0.0,0.0,5.613e-05,0.0007586,0.0,7.508e-05,0.0,0.0,3.778e-05,0.0,0.0,0.00056106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.269e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00396699,0.0,3.17e-06,2.944e-05,0.00271783,0.0,5.53e-06,0.0,0.0,0.0,2.563e-05,0.0,0.0,0.0,0.00012356,4.483e-05,7.35e-06,0.0,0.0,2.897e-05,0.0744921,0.0,0.0,0.0,0.0,0.00034333,0.0,0.0,0.0,0.0,0.00053386,0.0,0.0,3.376e-05,0.0,0.0,0.0,4.033e-05,0.0034632,0.0,3.402e-05,0.0,0.0,3.34e-05,0.0,9.04e-06
TACHYON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0565475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FireEye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98e-06,1.3e-06,1.76e-06,3.18e-06,0.0,0.0,9.2e-07,0.0,1.0,0.0,0.0,1.37e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93e-06,1.32e-06,0.0,0.0,7.11e-06,3.19e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.28e-06,1.993e-05,4.3e-07,3.09e-06,8.29e-06,0.0,0.00257992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93e-06,0.0,5.64e-06,0.0,5.717e-05,0.0,0.0,4.6e-07,0.0,0.0,0.0,0.0,0.0,1.919e-05,0.0,3.6e-07,0.01300894,7.74e-06,4.5e-07,0.0,0.0,0.0,4.2e-07,9.29e-06,0.0,0.0,0.0,1.82e-06,0.01184404,0.0,0.0,0.0,0.00048558,2.75e-06,0.0,0.0,1.27e-06,2.74e-06,3.64e-06,4.5e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.00137394,0.0,0.0,0.0,0.01261826,4.6e-07,4.4e-07,0.00990834,5.04e-06,0.0,0.01261381,0.0,0.0
CrowdStrike,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOD32Beta,0.09527582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.026e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.306e-05,0.0,0.0,0.0,0.0,0.0,0.11697497,0.0,0.0,0.0,7.646e-05,0.0,0.0,0.0,6.87e-06,1.621e-05,0.0,0.0,0.0,0.0,0.00032895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00125036,0.0,0.0,0.01300795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.33e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001212,5.31e-06,0.0,0.0,0.00057548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
